filename,weapon_model,rarity,date,factory_new_pice,link
CZ75-Auto_Twist.png,CZ75-Auto,Mil-spec,2014-06-11 00:00:00,1.49,https://www.csgodatabase.com/skins/cz75-auto-twist/
CZ75-Auto_Hexane.png,CZ75-Auto,Mil-spec,2014-07-10 00:00:00,2.9,https://www.csgodatabase.com/skins/cz75-auto-hexane/
CZ75-Auto_Imprint.png,CZ75-Auto,Mil-spec,2016-08-18 00:00:00,0.31,https://www.csgodatabase.com/skins/cz75-auto-imprint/
CZ75-Auto_Polymer.png,CZ75-Auto,Mil-spec,2016-11-28 00:00:00,0.32,https://www.csgodatabase.com/skins/cz75-auto-polymer/
CZ75-Auto_Emerald_Quartz.png,CZ75-Auto,Mil-spec,2019-11-18 00:00:00,49.57,https://www.csgodatabase.com/skins/cz75-auto-emerald-quartz/
CZ75-Auto_Distressed.png,CZ75-Auto,Mil-spec,2020-03-31 00:00:00,0.3,https://www.csgodatabase.com/skins/cz75-auto-distressed/
CZ75-Auto_Vendetta.png,CZ75-Auto,Mil-spec,2020-12-03 00:00:00,0.59,https://www.csgodatabase.com/skins/cz75-auto-vendetta/
CZ75-Auto_Circaetus.png,CZ75-Auto,Mil-spec,2021-05-03 00:00:00,2.38,https://www.csgodatabase.com/skins/cz75-auto-circaetus/
CZ75-Auto_Silver.png,CZ75-Auto,Industrial,2020-12-03 00:00:00,1.32,https://www.csgodatabase.com/skins/cz75-auto-silver/
CZ75-Auto_Green_Plaid.png,CZ75-Auto,Consumer,2014-07-01 00:00:00,2.08,https://www.csgodatabase.com/skins/cz75-auto-green-plaid/
CZ75-Auto_Army_Sheen.png,CZ75-Auto,Consumer,2015-05-26 00:00:00,1.53,https://www.csgodatabase.com/skins/cz75-auto-army-sheen/
CZ75-Auto_Indigo.png,CZ75-Auto,Consumer,2019-11-18 00:00:00,2.71,https://www.csgodatabase.com/skins/cz75-auto-indigo/
CZ75-Auto_Jungle_Dashed.png,CZ75-Auto,Consumer,2020-12-03 00:00:00,0.95,https://www.csgodatabase.com/skins/cz75-auto-jungle-dashed/
Desert_Eagle_Golden_Koi.png,Desert_Eagle,Covert,2013-09-19 00:00:00,41.02,https://www.csgodatabase.com/skins/desert-eagle-golden-koi/
Desert_Eagle_Code_Red.png,Desert_Eagle,Covert,2018-08-03 00:00:00,87.95,https://www.csgodatabase.com/skins/desert-eagle-code-red/
Desert_Eagle_Printstream.png,Desert_Eagle,Covert,2020-08-06 00:00:00,177.99,https://www.csgodatabase.com/skins/desert-eagle-printstream/
Desert_Eagle_Hypnotic.png,Desert_Eagle,Classified,2013-08-14 00:00:00,87.48,https://www.csgodatabase.com/skins/desert-eagle-hypnotic/
Desert_Eagle_Cobalt_Disruption.png,Desert_Eagle,Classified,2013-12-18 00:00:00,81.77,https://www.csgodatabase.com/skins/desert-eagle-cobalt-disruption/
Desert_Eagle_Conspiracy.png,Desert_Eagle,Classified,2014-07-01 00:00:00,8.0,https://www.csgodatabase.com/skins/desert-eagle-conspiracy/
Desert_Eagle_Kumicho_Dragon.png,Desert_Eagle,Classified,2016-02-17 00:00:00,27.71,https://www.csgodatabase.com/skins/desert-eagle-kumicho-dragon/
Desert_Eagle_Mecha_Industries.png,Desert_Eagle,Classified,2018-12-06 00:00:00,9.63,https://www.csgodatabase.com/skins/desert-eagle-mecha-industries/
Desert_Eagle_Heirloom.png,Desert_Eagle,Restricted,2014-02-12 00:00:00,10.84,https://www.csgodatabase.com/skins/desert-eagle-heirloom/
Desert_Eagle_Hand_Cannon.png,Desert_Eagle,Restricted,2014-07-01 00:00:00,346.27,https://www.csgodatabase.com/skins/desert-eagle-hand-cannon/
Desert_Eagle_Blaze.png,Desert_Eagle,Restricted,2013-08-14 00:00:00,497.0,https://www.csgodatabase.com/skins/desert-eagle-blaze/
Desert_Eagle_Pilot.png,Desert_Eagle,Restricted,2014-07-01 00:00:00,169.59,https://www.csgodatabase.com/skins/desert-eagle-pilot/
Desert_Eagle_Crimson_Web.png,Desert_Eagle,Restricted,2014-07-10 00:00:00,110.41,https://www.csgodatabase.com/skins/desert-eagle-crimson-web/
Desert_Eagle_Naga.png,Desert_Eagle,Restricted,2015-01-08 00:00:00,6.14,https://www.csgodatabase.com/skins/desert-eagle-naga/
Desert_Eagle_Directive.png,Desert_Eagle,Restricted,2016-08-18 00:00:00,7.4,https://www.csgodatabase.com/skins/desert-eagle-directive/
Desert_Eagle_Light_Rail.png,Desert_Eagle,Restricted,2019-03-13 00:00:00,4.05,https://www.csgodatabase.com/skins/desert-eagle-light-rail/
Desert_Eagle_Trigger_Discipline.png,Desert_Eagle,Restricted,2021-05-03 00:00:00,34.12,https://www.csgodatabase.com/skins/desert-eagle-trigger-discipline/
Desert_Eagle_Meteorite.png,Desert_Eagle,Mil-spec,2014-05-01 00:00:00,3.25,https://www.csgodatabase.com/skins/desert-eagle-meteorite/
Desert_Eagle_Urban_Rubble.png,Desert_Eagle,Mil-spec,2013-11-27 00:00:00,1.77,https://www.csgodatabase.com/skins/desert-eagle-urban-rubble/
Desert_Eagle_Bronze_Deco.png,Desert_Eagle,Mil-spec,2015-04-15 00:00:00,0.66,https://www.csgodatabase.com/skins/desert-eagle-bronze-deco/
Desert_Eagle_Corinthian.png,Desert_Eagle,Mil-spec,2015-12-08 00:00:00,1.12,https://www.csgodatabase.com/skins/desert-eagle-corinthian/
Desert_Eagle_Oxide_Blaze.png,Desert_Eagle,Mil-spec,2017-03-15 00:00:00,0.58,https://www.csgodatabase.com/skins/desert-eagle-oxide-blaze/
Desert_Eagle_Blue_Ply.png,Desert_Eagle,Mil-spec,2020-03-31 00:00:00,1.45,https://www.csgodatabase.com/skins/desert-eagle-blue-ply/
Desert_Eagle_Mudder.png,Desert_Eagle,Industrial,2013-11-27 00:00:00,0.88,https://www.csgodatabase.com/skins/desert-eagle-mudder/
Desert_Eagle_Urban_DDPAT.png,Desert_Eagle,Industrial,2014-07-01 00:00:00,15.73,https://www.csgodatabase.com/skins/desert-eagle-urban-ddpat/
Desert_Eagle_Midnight_Storm.png,Desert_Eagle,Industrial,2015-05-26 00:00:00,16.64,https://www.csgodatabase.com/skins/desert-eagle-midnight-storm/
Desert_Eagle_Night.png,Desert_Eagle,Industrial,2015-05-26 00:00:00,35.0,https://www.csgodatabase.com/skins/desert-eagle-night/
Desert_Eagle_The_Bronze.png,Desert_Eagle,Industrial,2020-12-03 00:00:00,0.69,https://www.csgodatabase.com/skins/desert-eagle-the-bronze/
Dual_Berettas_Cobra_Strike.png,Dual_Berettas,Classified,2017-05-23 00:00:00,39.84,https://www.csgodatabase.com/skins/dual-berettas-cobra-strike/
Dual_Berettas_Twin_Turbo.png,Dual_Berettas,Classified,2018-09-01 00:00:00,14.5,https://www.csgodatabase.com/skins/dual-berettas-twin-turbo/
Dual_Berettas_Hemoglobin.png,Dual_Berettas,Restricted,2013-11-08 00:00:00,7.74,https://www.csgodatabase.com/skins/dual-berettas-hemoglobin/
Dual_Berettas_Marina.png,Dual_Berettas,Restricted,2013-12-18 00:00:00,9.45,https://www.csgodatabase.com/skins/dual-berettas-marina/
Dual_Berettas_Urban_Shock.png,Dual_Berettas,Restricted,2015-01-08 00:00:00,2.33,https://www.csgodatabase.com/skins/dual-berettas-urban-shock/
Dual_Berettas_Duelist.png,Dual_Berettas,Restricted,2015-05-26 00:00:00,40.02,https://www.csgodatabase.com/skins/dual-berettas-duelist/
Dual_Berettas_Cobalt_Quartz.png,Dual_Berettas,Restricted,2013-11-27 00:00:00,0.27,https://www.csgodatabase.com/skins/dual-berettas-cobalt-quartz/
Dual_Berettas_Demolition.png,Dual_Berettas,Restricted,2013-08-14 00:00:00,3.8,https://www.csgodatabase.com/skins/dual-berettas-demolition/
Dual_Berettas_Royal_Consorts.png,Dual_Berettas,Restricted,2016-11-28 00:00:00,2.33,https://www.csgodatabase.com/skins/dual-berettas-royal-consorts/
Dual_Berettas_Dezastre.png,Dual_Berettas,Restricted,2020-12-03 00:00:00,2.37,https://www.csgodatabase.com/skins/dual-berettas-dezastre/
Dual_Berettas_Black_Limba.png,Dual_Berettas,Mil-spec,2013-09-19 00:00:00,10.62,https://www.csgodatabase.com/skins/dual-berettas-black-limba/
Dual_Berettas_Panther.png,Dual_Berettas,Mil-spec,2014-02-12 00:00:00,1.51,https://www.csgodatabase.com/skins/dual-berettas-panther/
Dual_Berettas_Anodized_Navy.png,Dual_Berettas,Mil-spec,2013-08-14 00:00:00,0.61,https://www.csgodatabase.com/skins/dual-berettas-anodized-navy/
Dual_Berettas_Ventilators.png,Dual_Berettas,Mil-spec,2016-04-27 00:00:00,0.3,https://www.csgodatabase.com/skins/dual-berettas-ventilators/
Dual_Berettas_Cartel.png,Dual_Berettas,Mil-spec,2016-02-17 00:00:00,0.95,https://www.csgodatabase.com/skins/dual-berettas-cartel/
Dual_Berettas_Dualing_Dragons.png,Dual_Berettas,Mil-spec,2015-09-17 00:00:00,1.7,https://www.csgodatabase.com/skins/dual-berettas-dualing-dragons/
Dual_Berettas_Retribution.png,Dual_Berettas,Mil-spec,2014-05-01 00:00:00,2.48,https://www.csgodatabase.com/skins/dual-berettas-retribution/
Dual_Berettas_Elite_1.6.png,Dual_Berettas,Mil-spec,2019-10-18 00:00:00,0.31,https://www.csgodatabase.com/skins/dual-berettas-elite-1.6/
Dual_Berettas_Balance.png,Dual_Berettas,Mil-spec,2019-11-18 00:00:00,1.42,https://www.csgodatabase.com/skins/dual-berettas-balance/
Dual_Berettas_Emerald.png,Dual_Berettas,Mil-spec,2019-11-18 00:00:00,12.28,https://www.csgodatabase.com/skins/dual-berettas-emerald/
Dual_Berettas_Shred.png,Dual_Berettas,Mil-spec,2018-08-03 00:00:00,0.28,https://www.csgodatabase.com/skins/dual-berettas-shred/
Dual_Berettas_Stained.png,Dual_Berettas,Industrial,2013-11-27 00:00:00,0.24,https://www.csgodatabase.com/skins/dual-berettas-stained/
Dual_Berettas_Pyre.png,Dual_Berettas,Industrial,2019-11-18 00:00:00,10.27,https://www.csgodatabase.com/skins/dual-berettas-pyre/
Dual_Berettas_Switch_Board.png,Dual_Berettas,Industrial,2020-12-03 00:00:00,0.63,https://www.csgodatabase.com/skins/dual-berettas-switch-board/
Dual_Berettas_Briar.png,Dual_Berettas,Consumer,2014-07-01 00:00:00,1.54,https://www.csgodatabase.com/skins/dual-berettas-briar/
Dual_Berettas_Moon_in_Libra.png,Dual_Berettas,Consumer,2015-05-26 00:00:00,1.46,https://www.csgodatabase.com/skins/dual-berettas-moon-in-libra/
Dual_Berettas_Contractor.png,Dual_Berettas,Consumer,2013-11-27 00:00:00,0.13,https://www.csgodatabase.com/skins/dual-berettas-contractor/
Dual_Berettas_Colony.png,Dual_Berettas,Consumer,2013-11-27 00:00:00,0.14,https://www.csgodatabase.com/skins/dual-berettas-colony/
Five-SeveN_Hyper_Beast.png,Five-SeveN,Covert,2017-05-23 00:00:00,86.22,https://www.csgodatabase.com/skins/five-seven-hyper-beast/
Five-SeveN_Angry_Mob.png,Five-SeveN,Covert,2019-03-13 00:00:00,11.38,https://www.csgodatabase.com/skins/five-seven-angry-mob/
Five-SeveN_Monkey_Business.png,Five-SeveN,Classified,2015-04-15 00:00:00,9.09,https://www.csgodatabase.com/skins/five-seven-monkey-business/
Five-SeveN_Fowl_Play.png,Five-SeveN,Classified,2014-07-01 00:00:00,7.02,https://www.csgodatabase.com/skins/five-seven-fowl-play/
Five-SeveN_Fairy_Tale.png,Five-SeveN,Classified,2020-12-03 00:00:00,19.5,https://www.csgodatabase.com/skins/five-seven-fairy-tale/
Five-SeveN_Case_Hardened.png,Five-SeveN,Restricted,2013-11-08 00:00:00,14.87,https://www.csgodatabase.com/skins/five-seven-case-hardened/
Five-SeveN_Copper_Galaxy.png,Five-SeveN,Restricted,2014-02-12 00:00:00,8.83,https://www.csgodatabase.com/skins/five-seven-copper-galaxy/
Five-SeveN_Retrobution.png,Five-SeveN,Restricted,2015-12-08 00:00:00,3.75,https://www.csgodatabase.com/skins/five-seven-retrobution/
Five-SeveN_Triumvirate.png,Five-SeveN,Restricted,2016-02-17 00:00:00,2.54,https://www.csgodatabase.com/skins/five-seven-triumvirate/
Five-SeveN_Neon_Kimono.png,Five-SeveN,Restricted,2015-05-26 00:00:00,180.21,https://www.csgodatabase.com/skins/five-seven-neon-kimono/
Five-SeveN_Buddy.png,Five-SeveN,Restricted,2019-10-18 00:00:00,1.35,https://www.csgodatabase.com/skins/five-seven-buddy/
Five-SeveN_Berries_And_Cherries.png,Five-SeveN,Restricted,2020-12-03 00:00:00,35.33,https://www.csgodatabase.com/skins/five-seven-berries-and-cherries/
Five-SeveN_Nightshade.png,Five-SeveN,Mil-spec,2013-12-18 00:00:00,1.34,https://www.csgodatabase.com/skins/five-seven-nightshade/
Five-SeveN_Kami.png,Five-SeveN,Mil-spec,2013-12-18 00:00:00,1.31,https://www.csgodatabase.com/skins/five-seven-kami/
Five-SeveN_Violent_Daimyo.png,Five-SeveN,Mil-spec,2016-06-15 00:00:00,0.51,https://www.csgodatabase.com/skins/five-seven-violent-daimyo/
Five-SeveN_Urban_Hazard.png,Five-SeveN,Mil-spec,2014-11-11 00:00:00,0.77,https://www.csgodatabase.com/skins/five-seven-urban-hazard/
Five-SeveN_Nitro.png,Five-SeveN,Mil-spec,2015-05-26 00:00:00,9.82,https://www.csgodatabase.com/skins/five-seven-nitro/
Five-SeveN_Silver_Quartz.png,Five-SeveN,Mil-spec,2013-11-27 00:00:00,2.11,https://www.csgodatabase.com/skins/five-seven-silver-quartz/
Five-SeveN_Scumbria.png,Five-SeveN,Mil-spec,2016-08-18 00:00:00,0.36,https://www.csgodatabase.com/skins/five-seven-scumbria/
Five-SeveN_Capillary.png,Five-SeveN,Mil-spec,2017-03-15 00:00:00,0.26,https://www.csgodatabase.com/skins/five-seven-capillary/
Five-SeveN_Flame_Test.png,Five-SeveN,Mil-spec,2018-02-15 00:00:00,0.3,https://www.csgodatabase.com/skins/five-seven-flame-test/
Five-SeveN_Crimson_Blossom.png,Five-SeveN,Mil-spec,2019-11-18 00:00:00,26.34,https://www.csgodatabase.com/skins/five-seven-crimson-blossom/
Five-SeveN_Candy_Apple.png,Five-SeveN,Industrial,2013-08-14 00:00:00,52.44,https://www.csgodatabase.com/skins/five-seven-candy-apple/
Five-SeveN_Orange_Peel.png,Five-SeveN,Industrial,2013-11-27 00:00:00,0.41,https://www.csgodatabase.com/skins/five-seven-orange-peel/
Five-SeveN_Hot_Shot.png,Five-SeveN,Industrial,2014-08-08 00:00:00,2.41,https://www.csgodatabase.com/skins/five-seven-hot-shot/
Five-SeveN_Anodized_Gunmetal.png,Five-SeveN,Consumer,2013-09-19 00:00:00,4.1,https://www.csgodatabase.com/skins/five-seven-anodized-gunmetal/
Five-SeveN_Jungle.png,Five-SeveN,Consumer,2013-08-14 00:00:00,8.47,https://www.csgodatabase.com/skins/five-seven-jungle/
Five-SeveN_Forest_Night.png,Five-SeveN,Consumer,2013-11-27 00:00:00,0.13,https://www.csgodatabase.com/skins/five-seven-forest-night/
Five-SeveN_Contractor.png,Five-SeveN,Consumer,2013-11-27 00:00:00,5.81,https://www.csgodatabase.com/skins/five-seven-contractor/
Five-SeveN_Coolant.png,Five-SeveN,Consumer,2018-09-01 00:00:00,0.08,https://www.csgodatabase.com/skins/five-seven-coolant/
Glock-18_Wasteland_Rebel.png,Glock-18,Covert,2016-06-15 00:00:00,9.33,https://www.csgodatabase.com/skins/glock-18-wasteland-rebel/
Glock-18_Bullet_Queen.png,Glock-18,Covert,2020-03-31 00:00:00,83.1,https://www.csgodatabase.com/skins/glock-18-bullet-queen/
Glock-18_Neo-Noir.png,Glock-18,Covert,2020-12-03 00:00:00,78.54,https://www.csgodatabase.com/skins/glock-18-neo-noir/
Glock-18_Twilight_Galaxy.png,Glock-18,Classified,2015-05-26 00:00:00,45.55,https://www.csgodatabase.com/skins/glock-18-twilight-galaxy/
Glock-18_Water_Elemental.png,Glock-18,Classified,2014-07-01 00:00:00,10.32,https://www.csgodatabase.com/skins/glock-18-water-elemental/
Glock-18_Vogue.png,Glock-18,Classified,2020-08-06 00:00:00,14.97,https://www.csgodatabase.com/skins/glock-18-vogue/
Glock-18_Dragon_Tattoo.png,Glock-18,Restricted,2013-08-14 00:00:00,62.42,https://www.csgodatabase.com/skins/glock-18-dragon-tattoo/
Glock-18_Fade.png,Glock-18,Restricted,2013-08-14 00:00:00,1660.97,https://www.csgodatabase.com/skins/glock-18-fade/
Glock-18_Steel_Disruption.png,Glock-18,Restricted,2014-07-10 00:00:00,3.0,https://www.csgodatabase.com/skins/glock-18-steel-disruption/
Glock-18_Grinder.png,Glock-18,Restricted,2014-11-11 00:00:00,2.0,https://www.csgodatabase.com/skins/glock-18-grinder/
Glock-18_Royal_Legion.png,Glock-18,Restricted,2016-02-17 00:00:00,4.99,https://www.csgodatabase.com/skins/glock-18-royal-legion/
Glock-18_Brass.png,Glock-18,Restricted,2013-08-14 00:00:00,27.73,https://www.csgodatabase.com/skins/glock-18-brass/
Glock-18_Weasel.png,Glock-18,Restricted,2016-08-18 00:00:00,2.9,https://www.csgodatabase.com/skins/glock-18-weasel/
Glock-18_Moonrise.png,Glock-18,Restricted,2018-02-15 00:00:00,1.39,https://www.csgodatabase.com/skins/glock-18-moonrise/
Glock-18_Nuclear_Garden.png,Glock-18,Restricted,2018-09-01 00:00:00,12.3,https://www.csgodatabase.com/skins/glock-18-nuclear-garden/
Glock-18_Synth_Leaf.png,Glock-18,Restricted,2019-11-18 00:00:00,139.21,https://www.csgodatabase.com/skins/glock-18-synth-leaf/
Glock-18_Blue_Fissure.png,Glock-18,Mil-spec,2014-02-12 00:00:00,10.18,https://www.csgodatabase.com/skins/glock-18-blue-fissure/
Glock-18_Candy_Apple.png,Glock-18,Mil-spec,2014-07-01 00:00:00,1.92,https://www.csgodatabase.com/skins/glock-18-candy-apple/
Glock-18_Reactor.png,Glock-18,Mil-spec,2014-08-08 00:00:00,8.79,https://www.csgodatabase.com/skins/glock-18-reactor/
Glock-18_Catacombs.png,Glock-18,Mil-spec,2015-01-08 00:00:00,0.51,https://www.csgodatabase.com/skins/glock-18-catacombs/
Glock-18_Bunsen_Burner.png,Glock-18,Mil-spec,2015-05-26 00:00:00,0.84,https://www.csgodatabase.com/skins/glock-18-bunsen-burner/
Glock-18_Wraiths.png,Glock-18,Mil-spec,2015-09-17 00:00:00,0.83,https://www.csgodatabase.com/skins/glock-18-wraiths/
Glock-18_Ironwork.png,Glock-18,Mil-spec,2016-11-28 00:00:00,0.8,https://www.csgodatabase.com/skins/glock-18-ironwork/
Glock-18_Sacrifice.png,Glock-18,Mil-spec,2019-10-18 00:00:00,1.66,https://www.csgodatabase.com/skins/glock-18-sacrifice/
Glock-18_Oxide_Blaze.png,Glock-18,Mil-spec,2018-12-06 00:00:00,0.37,https://www.csgodatabase.com/skins/glock-18-oxide-blaze/
Glock-18_Off_World.png,Glock-18,Mil-spec,2017-09-14 00:00:00,0.77,https://www.csgodatabase.com/skins/glock-18-off-world/
Glock-18_Warhawk.png,Glock-18,Mil-spec,2018-08-03 00:00:00,0.81,https://www.csgodatabase.com/skins/glock-18-warhawk/
Glock-18_Clear_Polymer.png,Glock-18,Mil-spec,2021-05-03 00:00:00,7.84,https://www.csgodatabase.com/skins/glock-18-clear-polymer/
Glock-18_Sand_Dune.png,Glock-18,Industrial,2013-09-19 00:00:00,48.04,https://www.csgodatabase.com/skins/glock-18-sand-dune/
Glock-18_Death_Rattle.png,Glock-18,Industrial,2014-05-01 00:00:00,0.2,https://www.csgodatabase.com/skins/glock-18-death-rattle/
Glock-18_Groundwater.png,Glock-18,Industrial,2013-11-27 00:00:00,21.73,https://www.csgodatabase.com/skins/glock-18-groundwater/
Glock-18_Night.png,Glock-18,Industrial,2014-07-01 00:00:00,22.22,https://www.csgodatabase.com/skins/glock-18-night/
Glock-18_High_Beam.png,Glock-18,Industrial,2018-09-01 00:00:00,0.29,https://www.csgodatabase.com/skins/glock-18-high-beam/
P2000_Fire_Elemental.png,P2000,Covert,2014-11-11 00:00:00,14.5,https://www.csgodatabase.com/skins/p2000-fire-elemental/
P2000_Ocean_Foam.png,P2000,Classified,2013-09-19 00:00:00,166.8,https://www.csgodatabase.com/skins/p2000-ocean-foam/
P2000_Imperial_Dragon.png,P2000,Classified,2016-06-15 00:00:00,6.09,https://www.csgodatabase.com/skins/p2000-imperial-dragon/
P2000_Corticera.png,P2000,Classified,2014-07-10 00:00:00,9.49,https://www.csgodatabase.com/skins/p2000-corticera/
P2000_Scorpion.png,P2000,Restricted,2013-08-14 00:00:00,2.93,https://www.csgodatabase.com/skins/p2000-scorpion/
P2000_Amber_Fade.png,P2000,Restricted,2013-11-27 00:00:00,22.83,https://www.csgodatabase.com/skins/p2000-amber-fade/
P2000_Handgun.png,P2000,Restricted,2015-05-26 00:00:00,2.84,https://www.csgodatabase.com/skins/p2000-handgun/
P2000_Obsidian.png,P2000,Restricted,2019-11-18 00:00:00,2.82,https://www.csgodatabase.com/skins/p2000-obsidian/
P2000_Acid_Etched.png,P2000,Restricted,2020-03-31 00:00:00,1.97,https://www.csgodatabase.com/skins/p2000-acid-etched/
P2000_Woodsman.png,P2000,Restricted,2017-05-23 00:00:00,7.1,https://www.csgodatabase.com/skins/p2000-woodsman/
P2000_Red_FragCam.png,P2000,Mil-spec,2014-02-12 00:00:00,1.49,https://www.csgodatabase.com/skins/p2000-red-fragcam/
P2000_Chainmail.png,P2000,Mil-spec,2014-07-01 00:00:00,51.37,https://www.csgodatabase.com/skins/p2000-chainmail/
P2000_Silver.png,P2000,Mil-spec,2013-08-14 00:00:00,3.37,https://www.csgodatabase.com/skins/p2000-silver/
P2000_Pulse.png,P2000,Mil-spec,2014-06-11 00:00:00,0.88,https://www.csgodatabase.com/skins/p2000-pulse/
P2000_Ivory.png,P2000,Mil-spec,2014-07-01 00:00:00,0.75,https://www.csgodatabase.com/skins/p2000-ivory/
P2000_Imperial.png,P2000,Mil-spec,2015-12-08 00:00:00,0.41,https://www.csgodatabase.com/skins/p2000-imperial/
P2000_Oceanic.png,P2000,Mil-spec,2016-04-27 00:00:00,0.34,https://www.csgodatabase.com/skins/p2000-oceanic/
P2000_Turf.png,P2000,Mil-spec,2016-11-28 00:00:00,0.47,https://www.csgodatabase.com/skins/p2000-turf/
P2000_Urban_Hazard.png,P2000,Mil-spec,2018-02-15 00:00:00,0.35,https://www.csgodatabase.com/skins/p2000-urban-hazard/
P2000_Gnarled.png,P2000,Mil-spec,2020-08-06 00:00:00,0.32,https://www.csgodatabase.com/skins/p2000-gnarled/
P2000_Dispatch.png,P2000,Mil-spec,2020-12-03 00:00:00,4.98,https://www.csgodatabase.com/skins/p2000-dispatch/
P2000_Grassland_Leaves.png,P2000,Industrial,2013-08-14 00:00:00,70.4,https://www.csgodatabase.com/skins/p2000-grassland-leaves/
P2000_Granite_Marbleized.png,P2000,Industrial,2013-11-27 00:00:00,0.27,https://www.csgodatabase.com/skins/p2000-granite-marbleized/
P2000_Grassland.png,P2000,Industrial,2014-07-01 00:00:00,3.46,https://www.csgodatabase.com/skins/p2000-grassland/
P2000_Coach_Class.png,P2000,Industrial,2014-07-01 00:00:00,9.05,https://www.csgodatabase.com/skins/p2000-coach-class/
P2000_Pathfinder.png,P2000,Industrial,2015-05-26 00:00:00,7.65,https://www.csgodatabase.com/skins/p2000-pathfinder/
P2000_Panther_Camo.png,P2000,Industrial,2020-12-03 00:00:00,1.42,https://www.csgodatabase.com/skins/p2000-panther-camo/
P250_See_Ya_Later.png,P250,Covert,2017-09-14 00:00:00,12.24,https://www.csgodatabase.com/skins/p250-see-ya-later/
P250_Mehndi.png,P250,Classified,2013-12-18 00:00:00,23.0,https://www.csgodatabase.com/skins/p250-mehndi/
P250_Undertow.png,P250,Classified,2014-02-12 00:00:00,58.93,https://www.csgodatabase.com/skins/p250-undertow/
P250_Franklin.png,P250,Classified,2014-05-01 00:00:00,2.2,https://www.csgodatabase.com/skins/p250-franklin/
P250_Cartel.png,P250,Classified,2014-11-11 00:00:00,11.62,https://www.csgodatabase.com/skins/p250-cartel/
P250_Muertos.png,P250,Classified,2015-01-08 00:00:00,7.36,https://www.csgodatabase.com/skins/p250-muertos/
P250_Asiimov.png,P250,Classified,2016-04-27 00:00:00,21.21,https://www.csgodatabase.com/skins/p250-asiimov/
P250_Splash.png,P250,Restricted,2013-08-14 00:00:00,36.29,https://www.csgodatabase.com/skins/p250-splash/
P250_Supernova.png,P250,Restricted,2014-07-01 00:00:00,1.17,https://www.csgodatabase.com/skins/p250-supernova/
P250_Wingshot.png,P250,Restricted,2015-09-17 00:00:00,4.22,https://www.csgodatabase.com/skins/p250-wingshot/
P250_Nuclear_Threat.png,P250,Restricted,2013-08-14 00:00:00,265.93,https://www.csgodatabase.com/skins/p250-nuclear-threat/
P250_Vino_Primo.png,P250,Restricted,2018-09-01 00:00:00,16.26,https://www.csgodatabase.com/skins/p250-vino-primo/
P250_Inferno.png,P250,Restricted,2019-10-18 00:00:00,1.42,https://www.csgodatabase.com/skins/p250-inferno/
