filename,category,permalink,description
Desert_Eagle_Cobalt_Disruption.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-cobalt-disruption/,"Introduced: 18-Dec-2013, Price for factory new: 81.77$, Rarity: Classified, Weapon Model: Desert_Eagle"
Desert_Eagle_Conspiracy.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-conspiracy/,"Introduced: 01-Jul-2014, Price for factory new: 8.0$, Rarity: Classified, Weapon Model: Desert_Eagle"
Desert_Eagle_Kumicho_Dragon.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-kumicho-dragon/,"Introduced: 17-Feb-2016, Price for factory new: 27.71$, Rarity: Classified, Weapon Model: Desert_Eagle"
Desert_Eagle_Mecha_Industries.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-mecha-industries/,"Introduced: 06-Dec-2018, Price for factory new: 9.63$, Rarity: Classified, Weapon Model: Desert_Eagle"
Desert_Eagle_Heirloom.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-heirloom/,"Introduced: 12-Feb-2014, Price for factory new: 10.84$, Rarity: Restricted, Weapon Model: Desert_Eagle"
Desert_Eagle_Hand_Cannon.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-hand-cannon/,"Introduced: 01-Jul-2014, Price for factory new: 346.27$, Rarity: Restricted, Weapon Model: Desert_Eagle"
Desert_Eagle_Blaze.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-blaze/,"Introduced: 14-Aug-2013, Price for factory new: 497.0$, Rarity: Restricted, Weapon Model: Desert_Eagle"
Desert_Eagle_Pilot.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-pilot/,"Introduced: 01-Jul-2014, Price for factory new: 169.59$, Rarity: Restricted, Weapon Model: Desert_Eagle"
Desert_Eagle_Crimson_Web.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-crimson-web/,"Introduced: 10-Jul-2014, Price for factory new: 110.41$, Rarity: Restricted, Weapon Model: Desert_Eagle"
Desert_Eagle_Naga.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-naga/,"Introduced: 08-Jan-2015, Price for factory new: 6.14$, Rarity: Restricted, Weapon Model: Desert_Eagle"
Desert_Eagle_Directive.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-directive/,"Introduced: 18-Aug-2016, Price for factory new: 7.4$, Rarity: Restricted, Weapon Model: Desert_Eagle"
Desert_Eagle_Light_Rail.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-light-rail/,"Introduced: 13-Mar-2019, Price for factory new: 4.05$, Rarity: Restricted, Weapon Model: Desert_Eagle"
Desert_Eagle_Trigger_Discipline.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-trigger-discipline/,"Introduced: 03-May-2021, Price for factory new: 34.12$, Rarity: Restricted, Weapon Model: Desert_Eagle"
Desert_Eagle_Meteorite.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-meteorite/,"Introduced: 01-May-2014, Price for factory new: 3.25$, Rarity: Mil-spec, Weapon Model: Desert_Eagle"
Desert_Eagle_Urban_Rubble.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-urban-rubble/,"Introduced: 27-Nov-2013, Price for factory new: 1.77$, Rarity: Mil-spec, Weapon Model: Desert_Eagle"
Desert_Eagle_Bronze_Deco.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-bronze-deco/,"Introduced: 15-Apr-2015, Price for factory new: 0.66$, Rarity: Mil-spec, Weapon Model: Desert_Eagle"
Desert_Eagle_Corinthian.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-corinthian/,"Introduced: 08-Dec-2015, Price for factory new: 1.12$, Rarity: Mil-spec, Weapon Model: Desert_Eagle"
Desert_Eagle_Oxide_Blaze.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-oxide-blaze/,"Introduced: 15-Mar-2017, Price for factory new: 0.58$, Rarity: Mil-spec, Weapon Model: Desert_Eagle"
Desert_Eagle_Blue_Ply.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-blue-ply/,"Introduced: 31-Mar-2020, Price for factory new: 1.45$, Rarity: Mil-spec, Weapon Model: Desert_Eagle"
Desert_Eagle_Mudder.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-mudder/,"Introduced: 27-Nov-2013, Price for factory new: 0.88$, Rarity: Industrial, Weapon Model: Desert_Eagle"
Desert_Eagle_Urban_DDPAT.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-urban-ddpat/,"Introduced: 01-Jul-2014, Price for factory new: 15.73$, Rarity: Industrial, Weapon Model: Desert_Eagle"
Desert_Eagle_Midnight_Storm.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-midnight-storm/,"Introduced: 26-May-2015, Price for factory new: 16.64$, Rarity: Industrial, Weapon Model: Desert_Eagle"
Desert_Eagle_Night.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-night/,"Introduced: 26-May-2015, Price for factory new: 35.0$, Rarity: Industrial, Weapon Model: Desert_Eagle"
Desert_Eagle_The_Bronze.png,Desert_Eagle,https://www.csgodatabase.com/skins/desert-eagle-the-bronze/,"Introduced: 03-Dec-2020, Price for factory new: 0.69$, Rarity: Industrial, Weapon Model: Desert_Eagle"
Dual_Berettas_Cobra_Strike.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-cobra-strike/,"Introduced: 23-May-2017, Price for factory new: 39.84$, Rarity: Classified, Weapon Model: Dual_Berettas"
Dual_Berettas_Twin_Turbo.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-twin-turbo/,"Introduced: 01-Sep-2018, Price for factory new: 14.5$, Rarity: Classified, Weapon Model: Dual_Berettas"
Dual_Berettas_Hemoglobin.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-hemoglobin/,"Introduced: 08-Nov-2013, Price for factory new: 7.74$, Rarity: Restricted, Weapon Model: Dual_Berettas"
Dual_Berettas_Marina.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-marina/,"Introduced: 18-Dec-2013, Price for factory new: 9.45$, Rarity: Restricted, Weapon Model: Dual_Berettas"
Dual_Berettas_Urban_Shock.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-urban-shock/,"Introduced: 08-Jan-2015, Price for factory new: 2.33$, Rarity: Restricted, Weapon Model: Dual_Berettas"
Dual_Berettas_Duelist.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-duelist/,"Introduced: 26-May-2015, Price for factory new: 40.02$, Rarity: Restricted, Weapon Model: Dual_Berettas"
Dual_Berettas_Cobalt_Quartz.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-cobalt-quartz/,"Introduced: 27-Nov-2013, Price for factory new: 0.27$, Rarity: Restricted, Weapon Model: Dual_Berettas"
Dual_Berettas_Demolition.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-demolition/,"Introduced: 14-Aug-2013, Price for factory new: 3.8$, Rarity: Restricted, Weapon Model: Dual_Berettas"
Dual_Berettas_Royal_Consorts.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-royal-consorts/,"Introduced: 28-Nov-2016, Price for factory new: 2.33$, Rarity: Restricted, Weapon Model: Dual_Berettas"
Dual_Berettas_Dezastre.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-dezastre/,"Introduced: 03-Dec-2020, Price for factory new: 2.37$, Rarity: Restricted, Weapon Model: Dual_Berettas"
Dual_Berettas_Black_Limba.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-black-limba/,"Introduced: 19-Sep-2013, Price for factory new: 10.62$, Rarity: Mil-spec, Weapon Model: Dual_Berettas"
Dual_Berettas_Panther.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-panther/,"Introduced: 12-Feb-2014, Price for factory new: 1.51$, Rarity: Mil-spec, Weapon Model: Dual_Berettas"
Dual_Berettas_Anodized_Navy.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-anodized-navy/,"Introduced: 14-Aug-2013, Price for factory new: 0.61$, Rarity: Mil-spec, Weapon Model: Dual_Berettas"
Dual_Berettas_Ventilators.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-ventilators/,"Introduced: 27-Apr-2016, Price for factory new: 0.3$, Rarity: Mil-spec, Weapon Model: Dual_Berettas"
Dual_Berettas_Cartel.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-cartel/,"Introduced: 17-Feb-2016, Price for factory new: 0.95$, Rarity: Mil-spec, Weapon Model: Dual_Berettas"
Dual_Berettas_Dualing_Dragons.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-dualing-dragons/,"Introduced: 17-Sep-2015, Price for factory new: 1.7$, Rarity: Mil-spec, Weapon Model: Dual_Berettas"
Dual_Berettas_Retribution.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-retribution/,"Introduced: 01-May-2014, Price for factory new: 2.48$, Rarity: Mil-spec, Weapon Model: Dual_Berettas"
Dual_Berettas_Elite_1.6.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-elite-1.6/,"Introduced: 18-Oct-2019, Price for factory new: 0.31$, Rarity: Mil-spec, Weapon Model: Dual_Berettas"
Dual_Berettas_Balance.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-balance/,"Introduced: 18-Nov-2019, Price for factory new: 1.42$, Rarity: Mil-spec, Weapon Model: Dual_Berettas"
Dual_Berettas_Emerald.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-emerald/,"Introduced: 18-Nov-2019, Price for factory new: 12.28$, Rarity: Mil-spec, Weapon Model: Dual_Berettas"
Dual_Berettas_Shred.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-shred/,"Introduced: 03-Aug-2018, Price for factory new: 0.28$, Rarity: Mil-spec, Weapon Model: Dual_Berettas"
Dual_Berettas_Stained.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-stained/,"Introduced: 27-Nov-2013, Price for factory new: 0.24$, Rarity: Industrial, Weapon Model: Dual_Berettas"
Dual_Berettas_Pyre.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-pyre/,"Introduced: 18-Nov-2019, Price for factory new: 10.27$, Rarity: Industrial, Weapon Model: Dual_Berettas"
Dual_Berettas_Switch_Board.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-switch-board/,"Introduced: 03-Dec-2020, Price for factory new: 0.63$, Rarity: Industrial, Weapon Model: Dual_Berettas"
Dual_Berettas_Briar.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-briar/,"Introduced: 01-Jul-2014, Price for factory new: 1.54$, Rarity: Consumer, Weapon Model: Dual_Berettas"
Dual_Berettas_Moon_in_Libra.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-moon-in-libra/,"Introduced: 26-May-2015, Price for factory new: 1.46$, Rarity: Consumer, Weapon Model: Dual_Berettas"
Dual_Berettas_Contractor.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-contractor/,"Introduced: 27-Nov-2013, Price for factory new: 0.13$, Rarity: Consumer, Weapon Model: Dual_Berettas"
Dual_Berettas_Colony.png,Dual_Berettas,https://www.csgodatabase.com/skins/dual-berettas-colony/,"Introduced: 27-Nov-2013, Price for factory new: 0.14$, Rarity: Consumer, Weapon Model: Dual_Berettas"
Five-SeveN_Hyper_Beast.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-hyper-beast/,"Introduced: 23-May-2017, Price for factory new: 86.22$, Rarity: Covert, Weapon Model: Five-SeveN"
Five-SeveN_Angry_Mob.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-angry-mob/,"Introduced: 13-Mar-2019, Price for factory new: 11.38$, Rarity: Covert, Weapon Model: Five-SeveN"
Five-SeveN_Monkey_Business.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-monkey-business/,"Introduced: 15-Apr-2015, Price for factory new: 9.09$, Rarity: Classified, Weapon Model: Five-SeveN"
Five-SeveN_Fowl_Play.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-fowl-play/,"Introduced: 01-Jul-2014, Price for factory new: 7.02$, Rarity: Classified, Weapon Model: Five-SeveN"
Five-SeveN_Fairy_Tale.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-fairy-tale/,"Introduced: 03-Dec-2020, Price for factory new: 19.5$, Rarity: Classified, Weapon Model: Five-SeveN"
Five-SeveN_Case_Hardened.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-case-hardened/,"Introduced: 08-Nov-2013, Price for factory new: 14.87$, Rarity: Restricted, Weapon Model: Five-SeveN"
Five-SeveN_Copper_Galaxy.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-copper-galaxy/,"Introduced: 12-Feb-2014, Price for factory new: 8.83$, Rarity: Restricted, Weapon Model: Five-SeveN"
Five-SeveN_Retrobution.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-retrobution/,"Introduced: 08-Dec-2015, Price for factory new: 3.75$, Rarity: Restricted, Weapon Model: Five-SeveN"
Five-SeveN_Triumvirate.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-triumvirate/,"Introduced: 17-Feb-2016, Price for factory new: 2.54$, Rarity: Restricted, Weapon Model: Five-SeveN"
Five-SeveN_Neon_Kimono.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-neon-kimono/,"Introduced: 26-May-2015, Price for factory new: 180.21$, Rarity: Restricted, Weapon Model: Five-SeveN"
Five-SeveN_Buddy.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-buddy/,"Introduced: 18-Oct-2019, Price for factory new: 1.35$, Rarity: Restricted, Weapon Model: Five-SeveN"
Five-SeveN_Berries_And_Cherries.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-berries-and-cherries/,"Introduced: 03-Dec-2020, Price for factory new: 35.33$, Rarity: Restricted, Weapon Model: Five-SeveN"
Five-SeveN_Nightshade.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-nightshade/,"Introduced: 18-Dec-2013, Price for factory new: 1.34$, Rarity: Mil-spec, Weapon Model: Five-SeveN"
Five-SeveN_Kami.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-kami/,"Introduced: 18-Dec-2013, Price for factory new: 1.31$, Rarity: Mil-spec, Weapon Model: Five-SeveN"
Five-SeveN_Violent_Daimyo.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-violent-daimyo/,"Introduced: 15-Jun-2016, Price for factory new: 0.51$, Rarity: Mil-spec, Weapon Model: Five-SeveN"
Five-SeveN_Urban_Hazard.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-urban-hazard/,"Introduced: 11-Nov-2014, Price for factory new: 0.77$, Rarity: Mil-spec, Weapon Model: Five-SeveN"
Five-SeveN_Nitro.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-nitro/,"Introduced: 26-May-2015, Price for factory new: 9.82$, Rarity: Mil-spec, Weapon Model: Five-SeveN"
Five-SeveN_Silver_Quartz.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-silver-quartz/,"Introduced: 27-Nov-2013, Price for factory new: 2.11$, Rarity: Mil-spec, Weapon Model: Five-SeveN"
Five-SeveN_Scumbria.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-scumbria/,"Introduced: 18-Aug-2016, Price for factory new: 0.36$, Rarity: Mil-spec, Weapon Model: Five-SeveN"
Five-SeveN_Capillary.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-capillary/,"Introduced: 15-Mar-2017, Price for factory new: 0.26$, Rarity: Mil-spec, Weapon Model: Five-SeveN"
Five-SeveN_Flame_Test.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-flame-test/,"Introduced: 15-Feb-2018, Price for factory new: 0.3$, Rarity: Mil-spec, Weapon Model: Five-SeveN"
Five-SeveN_Crimson_Blossom.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-crimson-blossom/,"Introduced: 18-Nov-2019, Price for factory new: 26.34$, Rarity: Mil-spec, Weapon Model: Five-SeveN"
Five-SeveN_Candy_Apple.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-candy-apple/,"Introduced: 14-Aug-2013, Price for factory new: 52.44$, Rarity: Industrial, Weapon Model: Five-SeveN"
Five-SeveN_Orange_Peel.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-orange-peel/,"Introduced: 27-Nov-2013, Price for factory new: 0.41$, Rarity: Industrial, Weapon Model: Five-SeveN"
Five-SeveN_Hot_Shot.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-hot-shot/,"Introduced: 08-Aug-2014, Price for factory new: 2.41$, Rarity: Industrial, Weapon Model: Five-SeveN"
Five-SeveN_Anodized_Gunmetal.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-anodized-gunmetal/,"Introduced: 19-Sep-2013, Price for factory new: 4.1$, Rarity: Consumer, Weapon Model: Five-SeveN"
Five-SeveN_Jungle.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-jungle/,"Introduced: 14-Aug-2013, Price for factory new: 8.47$, Rarity: Consumer, Weapon Model: Five-SeveN"
Five-SeveN_Forest_Night.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-forest-night/,"Introduced: 27-Nov-2013, Price for factory new: 0.13$, Rarity: Consumer, Weapon Model: Five-SeveN"
Five-SeveN_Contractor.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-contractor/,"Introduced: 27-Nov-2013, Price for factory new: 5.81$, Rarity: Consumer, Weapon Model: Five-SeveN"
Five-SeveN_Coolant.png,Five-SeveN,https://www.csgodatabase.com/skins/five-seven-coolant/,"Introduced: 01-Sep-2018, Price for factory new: 0.08$, Rarity: Consumer, Weapon Model: Five-SeveN"
Glock-18_Wasteland_Rebel.png,Glock-18,https://www.csgodatabase.com/skins/glock-18-wasteland-rebel/,"Introduced: 15-Jun-2016, Price for factory new: 9.33$, Rarity: Covert, Weapon Model: Glock-18"
Glock-18_Bullet_Queen.png,Glock-18,https://www.csgodatabase.com/skins/glock-18-bullet-queen/,"Introduced: 31-Mar-2020, Price for factory new: 83.1$, Rarity: Covert, Weapon Model: Glock-18"
Glock-18_Neo-Noir.png,Glock-18,https://www.csgodatabase.com/skins/glock-18-neo-noir/,"Introduced: 03-Dec-2020, Price for factory new: 78.54$, Rarity: Covert, Weapon Model: Glock-18"
Glock-18_Twilight_Galaxy.png,Glock-18,https://www.csgodatabase.com/skins/glock-18-twilight-galaxy/,"Introduced: 26-May-2015, Price for factory new: 45.55$, Rarity: Classified, Weapon Model: Glock-18"
Glock-18_Water_Elemental.png,Glock-18,https://www.csgodatabase.com/skins/glock-18-water-elemental/,"Introduced: 01-Jul-2014, Price for factory new: 10.32$, Rarity: Classified, Weapon Model: Glock-18"
Glock-18_Vogue.png,Glock-18,https://www.csgodatabase.com/skins/glock-18-vogue/,"Introduced: 06-Aug-2020, Price for factory new: 14.97$, Rarity: Classified, Weapon Model: Glock-18"
Glock-18_Dragon_Tattoo.png,Glock-18,https://www.csgodatabase.com/skins/glock-18-dragon-tattoo/,"Introduced: 14-Aug-2013, Price for factory new: 62.42$, Rarity: Restricted, Weapon Model: Glock-18"
Glock-18_Fade.png,Glock-18,https://www.csgodatabase.com/skins/glock-18-fade/,"Introduced: 14-Aug-2013, Price for factory new: 1660.97$, Rarity: Restricted, Weapon Model: Glock-18"
Glock-18_Steel_Disruption.png,Glock-18,https://www.csgodatabase.com/skins/glock-18-steel-disruption/,"Introduced: 10-Jul-2014, Price for factory new: 3.0$, Rarity: Restricted, Weapon Model: Glock-18"
Glock-18_Grinder.png,Glock-18,https://www.csgodatabase.com/skins/glock-18-grinder/,"Introduced: 11-Nov-2014, Price for factory new: 2.0$, Rarity: Restricted, Weapon Model: Glock-18"
Glock-18_Royal_Legion.png,Glock-18,https://www.csgodatabase.com/skins/glock-18-royal-legion/,"Introduced: 17-Feb-2016, Price for factory new: 4.99$, Rarity: Restricted, Weapon Model: Glock-18"
